Titre;Identifiant unique;Date de sortie;;Développeur;Editeur;Genres;Franchise;Note Moyenne;Plateformes
Magical Delicacy;https://www.grouvee.com/games/101162-magical-delicacy/;Jul 16, 2024;;Skaule;Whitethorn Digital;Platformer;;3.33;Nintendo Switch, PC, Xbox One, Xbox Series X|S
Abathor;https://www.grouvee.com/games/99685-abathor/;Jul 25, 2024;;Pow Pixel Games;JanduSoft;Action , Platformer;;2.67;PC
Slider;https://www.grouvee.com/games/100943-slider/;Jul 25, 2024;;boomo;boomo;Adventure , Puzzle;;3.00;PC
The Crush House;https://www.grouvee.com/games/100158-the-crush-house/;Aug 9, 2024;;Nerial;Devolver Digital;Simulation;;3.67;PC
Intravenous II;https://www.grouvee.com/games/101254-intravenous-ii/;Aug 15, 2024;;Explosive Squat Games;HypeTrain Digital;Action , Shooter;Intravenous;3.67;PC
Leximan;https://www.grouvee.com/games/97074-leximan/;Aug 15, 2024;;Knights of Borria;Marvelous Europe Limited;Adventure;;3.00;PC
Devil's Hideout;https://www.grouvee.com/games/101606-devils-hideout/;Sep 10, 2024;;Cosmic Void;Cosmic Void;Adventure , Horror;;2.00;Linux, Mac, PC
The Elder Scrolls: Castles;https://www.grouvee.com/games/98033-the-elder-scrolls-castles/;Sep 10, 2024;;Bethesda Game Studios;Bethesda Softworks;Simulation;The Elder Scrolls;2.67;Android, iPad, iPhone
Grapple Dogs: Cosmic Canines;https://www.grouvee.com/games/101418-grapple-dogs-cosmic-canines/;Sep 12, 2024;;Medallion Games;Super Rare Games;Platformer;;4.00;Nintendo Switch, PC, Xbox Series X|S
Keylocker | Turn Based Cyberpunk Action;https://www.grouvee.com/games/93222-keylocker-turn-based-cyberpunk-action/;Sep 18, 2024;;Moonana;Moonana , Serenity Forge;Music/Rhythm , Role-Playing;;2.67;Linux, PC, Xbox Series X|S
Parking Garage Rally Circuit;https://www.grouvee.com/games/101537-parking-garage-rally-circuit/;Sep 20, 2024;;Walaber Entertainment;Walaber Entertainment;Driving/Racing;;4.33;Linux, PC
G.I. Joe: Wrath of Cobra;https://www.grouvee.com/games/97788-gi-joe-wrath-of-cobra/;Sep 26, 2024;;Maple Powered Games;Freedom Games , indie.io;Brawler;G.I. Joe;3.33;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
The Holy Gosh Darn;https://www.grouvee.com/games/101578-the-holy-gosh-darn/;Sep 26, 2024;;Perfectly Paranormal;The Yogscast;Adventure;;4.33;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Zero Protocol;https://www.grouvee.com/games/101572-zero-protocol/;Sep 26, 2024;;;;First-Person Shooter , Horror;;3.33;PC
Looney Tunes: Wacky World of Sports;https://www.grouvee.com/games/100418-looney-tunes-wacky-world-of-sports/;Sep 27, 2024;;Bamtang Games;GameMill Entertainment;Sports;Looney Tunes;3.33;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X|S
Zoochosis;https://www.grouvee.com/games/100573-zoochosis/;Sep 30, 2024;;Clapperheads;Clapperheads;Adventure;;1.67;Mac, PC
Uncle Chop's Rocket Shop;https://www.grouvee.com/games/101697-uncle-chops-rocket-shop/;Q4 2024;;Beard Envy;Kasedo Games;Puzzle , Simulation;;4.33;PC
Sword Art Online: Fractured Daydream;https://www.grouvee.com/games/101301-sword-art-online-fractured-daydream/;Oct 4, 2024;;Dimps Corporation;Namco Bandai Games Inc.;Adventure , Role-Playing;Sword Art Online;2.00;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
Last Time I Saw You;https://www.grouvee.com/games/101667-last-time-i-saw-you/;Oct 10, 2024;;Maboroshi Artworks;Chorus Worldwide Games;Adventure;;3.33;PC
MechWarrior 5: Clans;https://www.grouvee.com/games/101647-mechwarrior-5-clans/;Oct 16, 2024;;Piranha Games;Piranha Games;Action , Action-Adventure , Shooter , Simulation;BattleTech , MechWarrior;3.33;PC, PlayStation 5, Xbox Series X|S
Teenage Mutant Ninja Turtles: Mutants Unleashed;https://www.grouvee.com/games/99245-teenage-mutant-ninja-turtles-mutants-unleashed/;Oct 18, 2024;;A Heartful of Games;Outright Games;Brawler , Platformer;Teenage Mutant Ninja Turtles;1.67;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Nuclear Nightmare;https://www.grouvee.com/games/102395-nuclear-nightmare/;Oct 21, 2024;;BG Productions;BG Productions;Action , Horror;;2.67;PC
The Smurfs: Dreams;https://www.grouvee.com/games/101781-the-smurfs-dreams/;Oct 24, 2024;;Ocellus Studio;Microïds;Adventure , Platformer;Smurfs;4.00;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Finding Frankie;https://www.grouvee.com/games/101805-finding-frankie/;Oct 25, 2024;;Finding Frankie Team;Finding Frankie Team;Action-Adventure;;3.33;PC
Late Homework | 遅れた宿題;https://www.grouvee.com/games/101867-late-homework/;Oct 30, 2024;;sodaraptor;Raptorsoft Games;Horror;;4.33;Browser, Mac, PC
Planet Coaster 2;https://www.grouvee.com/games/101872-planet-coaster-2/;Nov 6, 2024;;Frontier Developments Ltd.;Frontier Developments Ltd.;Simulation;Planet Coaster;2.33;PC, PlayStation 5, Xbox Series X|S
Death of the Reprobate;https://www.grouvee.com/games/91320-death-of-the-reprobate/;Nov 7, 2024;;Joe Richardson;Joe Richardson;Adventure;The Immortal John Triptych;3.00;PC
Farming Simulator 25;https://www.grouvee.com/games/100570-farming-simulator-25/;Nov 12, 2024;;GIANTS Software GmbH;GIANTS Software GmbH;Simulation;Farming Simulator;3.67;Mac, PC, PlayStation 5, Xbox Series X|S
Songs of Silence;https://www.grouvee.com/games/100257-songs-of-silence/;Nov 13, 2024;;Chimera Entertainment GmbH;Chimera Entertainment GmbH;Role-Playing , Strategy;;2.33;PC, PlayStation 5, Xbox Series X|S
The Devil Within: Satgat;https://www.grouvee.com/games/102045-the-devil-within-satgat/;Nov 21, 2024;;Newcore Games;Newcore Games , Astrolabe Games;Action , Platformer;;3.67;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Alien: Rogue Incursion;https://www.grouvee.com/games/100039-alien-rogue-incursion/;Dec 19, 2024;;Survios;Survios;First-Person Shooter;Alien;3.33;Meta Quest, PC, PlayStation 5
CATO: Buttered Cat;https://www.grouvee.com/games/100731-cato-buttered-cat/;dimanche 16 juillet 1905;;;;Platformer , Puzzle;;2.00;PC
Corpse Party II: Darkness Distortion;https://www.grouvee.com/games/97648-corpse-party-ii-darkness-distortion/;dimanche 16 juillet 1905;;5pb. , Team GrisGris;5pb.;Adventure;Corpse Party;5.00;Nintendo Switch, PC, PlayStation 4
Deathbound;https://www.grouvee.com/games/100096-deathbound/;dimanche 16 juillet 1905;;Trialforge Studio;Tate Interactive Sp z.o.o;Action-Adventure , Role-Playing;;2.00;PC
Delta Force: Hawk Ops;https://www.grouvee.com/games/98620-delta-force-hawk-ops/;dimanche 16 juillet 1905;;Timi Studio;Level Infinite;Action , First-Person Shooter;Delta Force;3.00;Android, PC, PlayStation 4, PlayStation 5, Xbox Series X|S, iPhone
Winter Memories;https://www.grouvee.com/games/98780-winter-memories/;Jan 5, 2024;;DojinOtome;Kagura Games;Adventure , Role-Playing , Simulation , Visual Novel;;3.00;PC
KinitoPET;https://www.grouvee.com/games/101617-kinitopet/;Jan 9, 2024;;troy_en;troy_en;Minigame Collection , Puzzle , Simulation;;3.50;Browser, PC
Despair: Blood Curse;https://www.grouvee.com/games/98822-despair-blood-curse/;Jan 10, 2024;;;;Horror;;2.00;PC
Cryptis;https://www.grouvee.com/games/99326-cryptis/;Jan 12, 2024;;;;Action , First-Person Shooter;;2.50;PC
Home Safety Hotline;https://www.grouvee.com/games/98908-home-safety-hotline/;Jan 16, 2024;;Night Signal Entertainment;Night Signal Entertainment;Puzzle , Simulation;;3.50;PC
Kingsvein;https://www.grouvee.com/games/98914-kingsvein/;Jan 16, 2024;;Rad Codex;Rad Codex;Role-Playing , Strategy;;4.00;PC
Love and Deepspace;https://www.grouvee.com/games/101392-love-and-deepspace/;Jan 18, 2024;;;;;;4.00;Android, iPhone
Rotten Flesh - Cosmic Horror Survival Game;https://www.grouvee.com/games/98773-rotten-flesh-cosmic-horror-survival-game/;Jan 22, 2024;;Steelkrill Studio;Steelkrill Studio;Adventure , Puzzle;;2.00;PC
Teletext;https://www.grouvee.com/games/100426-teletext/;Jan 30, 2024;;;;Puzzle;;3.00;PC
Murders on the Yangtze River;https://www.grouvee.com/games/101204-murders-on-the-yangtze-river/;Jan 31, 2024;;;;Adventure;;4.00;Mac, PC
WitchHand;https://www.grouvee.com/games/99114-witchhand/;Feb 7, 2024;;Jon Nielsen;HopFrog;Card Game , Strategy;;3.00;PC
Epigraph;https://www.grouvee.com/games/102559-epigraph/;Feb 19, 2024;;Matthew Brown;Matthew Brown;Puzzle;;4.00;PC
Terminator: Dark Fate - Defiance;https://www.grouvee.com/games/90158-terminator-dark-fate-defiance/;Feb 21, 2024;;Cats Who Play;Slitherine Software UK Ltd.;Real-Time Strategy;Terminator;3.00;PC
Yohane the Parhelion - NUMAZU in the MIRAGE -;https://www.grouvee.com/games/99270-yohane-the-parhelion-numazu-in-the-mirage/;Feb 22, 2024;;Bexide;Bexide;Card Game;Love Live!;4.00;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Wizzerd Quest;https://www.grouvee.com/games/99277-wizzerd-quest/;Feb 23, 2024;;;;Action , Role-Playing;;3.00;PC
Piczle Cross: Story of Seasons;https://www.grouvee.com/games/99098-piczle-cross-story-of-seasons/;Feb 27, 2024;;Score Studios;Rainy Frog;Puzzle;Bokujō Monogatari , Piczle , Story of Seasons;4.50;Nintendo Switch, PC
Picross S+;https://www.grouvee.com/games/97851-picross-s/;Feb 29, 2024;;Jupiter Corp.;Jupiter Corp.;Compilation , Puzzle;Picross , Picross S , Picross e;3.50;Nintendo Switch
SANYA;https://www.grouvee.com/games/101190-sanya/;Mar 1, 2024;;Helpnode;Helpnode;Adventure , Puzzle;;3.50;PC
Quilts & Cats of Calico;https://www.grouvee.com/games/96524-quilts-cats-of-calico/;Mar 5, 2024;;Monster Couch;Monster Couch;Strategy;;2.00;Nintendo Switch, PC
Dragon's Dogma 2 Character Creator & Storage;https://www.grouvee.com/games/100064-dragons-dogma-2-character-creator-storage/;Mar 7, 2024;;Capcom;Capcom;Role-Playing;Dragon's Dogma;2.50;PC
New Star GP;https://www.grouvee.com/games/99646-new-star-gp/;Mar 7, 2024;;New Star Games;;Driving/Racing;;4.00;PC
Death of a Wish;https://www.grouvee.com/games/101207-death-of-a-wish/;Mar 11, 2024;;Melessthanthree;Syndicate Atomic, LLC;Action , Role-Playing;;3.00;Linux, Mac, Nintendo Switch, PC
Subterrain: Mines of Titan;https://www.grouvee.com/games/99440-subterrain-mines-of-titan/;Mar 12, 2024;;Pixellore;Freedom Games;Strategy;Subterrain;2.00;PC
Max Mustard;https://www.grouvee.com/games/100254-max-mustard/;Mar 21, 2024;;;;Action , Adventure;;4.50;Meta Quest
Unleaving;https://www.grouvee.com/games/100363-unleaving/;Mar 27, 2024;;;;Platformer , Puzzle;;2.00;PC
CARS;https://www.grouvee.com/games/99547-cars/;Apr 1, 2024;;Playables;Playables;Adventure , Driving/Racing;;3.00;Linux, Mac, PC
Please Leave Me Alone, I Need to Poop;https://www.grouvee.com/games/99601-please-leave-me-alone-i-need-to-poop/;Apr 8, 2024;;CoproTech Enterprise Solutions;CoproTech Enterprise Solutions;Minigame Collection , Visual Novel;;2.00;Mac, PC
The Planet Crafter;https://www.grouvee.com/games/102185-the-planet-crafter/;Apr 10, 2024;;Miju Games;Miju Games;Adventure;;4.50;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox
Life Eater;https://www.grouvee.com/games/99627-life-eater/;Apr 16, 2024;;Strange Scaffold;Frosty Pop , Strange Scaffold;Adventure , Role-Playing , Simulation;;2.50;PC
Alchemy Frogs;https://www.grouvee.com/games/99822-alchemy-frogs/;May 1, 2024;;;;Platformer , Puzzle;;2.50;PC
Gift;https://www.grouvee.com/games/100752-gift/;May 8, 2024;;;;;;2.00;
Solo Leveling: Arise;https://www.grouvee.com/games/102320-solo-leveling-arise/;May 8, 2024;;Netmarble;Netmarble;Role-Playing;;3.50;Android, PC, iPad, iPhone
Touhou Genso Wanderer: Foresight;https://www.grouvee.com/games/99226-touhou-genso-wanderer-foresight/;May 15, 2024;;Aqua Style;Phoenixx;Action , Role-Playing;Touhou Genso Wanderer , Touhou Project;2.50;Nintendo Switch, PC, PlayStation 4
Rungore;https://www.grouvee.com/games/99981-rungore/;May 16, 2024;;;Gamera Game , GrabTheGames , UpgradePoint;;;2.00;PC
Genopanic;https://www.grouvee.com/games/99937-genopanic/;May 17, 2024;;;;Action-Adventure , Platformer;;2.00;PC
Playing Kafka;https://www.grouvee.com/games/101888-playing-kafka/;May 21, 2024;;Charles Games;Charles Games;Adventure;;3.50;Mac, PC
Zet Zillions;https://www.grouvee.com/games/100301-zet-zillions/;May 23, 2024;;OTA IMON Studios;Raw Fury;Strategy;;4.50;PC
Anthology of the Killer;https://www.grouvee.com/games/100145-anthology-of-the-killer/;May 28, 2024;;;;Adventure;;4.50;Linux, Mac, PC
F1 24;https://www.grouvee.com/games/99179-f1-24/;May 28, 2024;;Codemasters;EA Sports;Driving/Racing;Formula 1;4.00;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Capes;https://www.grouvee.com/games/94093-capes/;May 29, 2024;;Spitfire Interactive;Daedalic Entertainment;Strategy;;3.00;Linux, PC
Kamaeru: A Frog Refuge;https://www.grouvee.com/games/98967-kamaeru-a-frog-refuge/;Jun 8, 2024;;Humble Reeds;Armor Games Studios;Simulation;;4.00;Linux, Mac, PC
Pooool;https://www.grouvee.com/games/100248-pooool/;Jun 8, 2024;;Noah King;Digimoss;Billiards , Puzzle;;4.00;PC
Rocket Knight Adventures Re-Sparked;https://www.grouvee.com/games/98823-rocket-knight-adventures-re-sparked/;Jun 11, 2024;;Konami Corporation;Limited Run Games;Compilation , Platformer;Rocket Knight Adventures;3.50;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Drug Dealer Simulator 2;https://www.grouvee.com/games/100490-drug-dealer-simulator-2/;Jun 20, 2024;;Byterunners Game Studio;Movie Games S.A.;Simulation;Drug Dealer Simulator;3.00;PC
Neo Sprint;https://www.grouvee.com/games/100583-neo-sprint/;Jun 27, 2024;;Headless Chicken Games;Atari SA;Driving/Racing;Sprint;3.00;Atari VCS, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Oh Deer;https://www.grouvee.com/games/100795-oh-deer/;Jun 27, 2024;;;;Action-Adventure;;3.50;PC
Mirthwood;https://www.grouvee.com/games/100449-mirthwood/;Q3 2024;;Bad Ridge Games;V Publishing;Role-Playing;;1.50;PC
Reka;https://www.grouvee.com/games/91528-reka/;Q3 2024;;Emberstorm;Sold Out;Adventure;;4.00;PC
Horticular;https://www.grouvee.com/games/100872-horticular/;Jul 11, 2024;;inDirection Games;Slug Disco;Simulation , Strategy;;3.00;PC
Linkito;https://www.grouvee.com/games/100521-linkito/;Jul 23, 2024;;Kalinarm;Kimeria Games , Playdigious;Puzzle;;3.00;Linux, PC
Ogu and the Secret Forest;https://www.grouvee.com/games/101950-ogu-and-the-secret-forest/;Jul 29, 2024;;Moonlab Studio , SinkHoleStudio;SinkHoleStudio;Action , Adventure , Puzzle;;4.00;Android, Mac, PC, iPhone
Fate/stay night REMASTERED;https://www.grouvee.com/games/100637-fatestay-night-remastered/;Aug 7, 2024;;Type-Moon;Aniplex;Adventure;Fate/;5.00;Nintendo Switch, PC
Dungeons & Degenerate Gamblers;https://www.grouvee.com/games/101007-dungeons-degenerate-gamblers/;Aug 8, 2024;;;The Yogscast;Role-Playing , Strategy;;3.00;Linux, Mac, PC
Supermarket Together;https://www.grouvee.com/games/101615-supermarket-together/;Aug 9, 2024;;;;Simulation;;1.50;PC
shapez 2;https://www.grouvee.com/games/102685-shapez-2/;Aug 15, 2024;;;;Simulation , Strategy;;4.50;
Madden NFL 25;https://www.grouvee.com/games/99899-madden-nfl-25/;Aug 16, 2024;;EA Tiburon;Electronic Arts;Football;Madden NFL;2.00;PlayStation 5, Xbox Series X|S
Sucker for Love: Date to Die For;https://www.grouvee.com/games/100627-sucker-for-love-date-to-die-for/;Aug 23, 2024;;Akabaka;Dread XP;Horror , Visual Novel;Dread X Collection , Sucker For Love;3.00;PC
Aestik;https://www.grouvee.com/games/101432-aestik/;Aug 25, 2024;;;;Platformer;;2.50;PC
Fairy Tail: Dungeons;https://www.grouvee.com/games/101121-fairy-tail-dungeons/;Aug 26, 2024;;Ginolabo;Kodansha Ltd.;Role-Playing;Fairy Tail;3.00;PC
Pico Park 2;https://www.grouvee.com/games/101127-pico-park-2/;Aug 27, 2024;;TECOPARK;TECOPARK;Platformer , Puzzle;Pico Park;4.00;Mac, Nintendo Switch, PC
The Abandoned Planet;https://www.grouvee.com/games/101115-the-abandoned-planet/;Aug 29, 2024;;;;Action , Puzzle;;2.50;Android, PC, iPhone
Tales Of Wind;https://www.grouvee.com/games/75195-tales-of-wind/;Sep 4, 2024;;Neocraft Limited;Neocraft Limited;MMORPG;;3.00;Android, PC, iPhone
Edge of Sanity;https://www.grouvee.com/games/101450-edge-of-sanity/;Sep 13, 2024;;Vixa Games;Daedalic Entertainment , Vixa Games;Adventure , Horror , Strategy;;3.00;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Funko Fusion;https://www.grouvee.com/games/100419-funko-fusion/;Sep 13, 2024;;10:10 Games;;Action-Adventure;Funko;2.50;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
Hands of Necromancy II;https://www.grouvee.com/games/101573-hands-of-necromancy-ii/;Sep 16, 2024;;HON Team;Fulqrum Publishing;First-Person Shooter;;3.50;PC
Just a To The Moon Series Beach Episode;https://www.grouvee.com/games/102076-just-a-to-the-moon-series-beach-episode/;Sep 20, 2024;;Freebird Games;Freebird Games;Adventure , Role-Playing;To the Moon;4.00;PC
Maiden Cops;https://www.grouvee.com/games/94040-maiden-cops/;Sep 22, 2024;;Pippin Games;Pippin Games;Brawler;;3.00;PC
Warhammer 40,000: Rogue Trader - Void Shadows;https://www.grouvee.com/games/101533-warhammer-40000-rogue-trader-void-shadows/;Sep 24, 2024;;Owlcat Games;Owlcat Games;Role-Playing , Strategy;Warhammer 40,000;4.00;Mac, PC, PlayStation 5, Xbox Series X|S
Worlds of Aria;https://www.grouvee.com/games/101783-worlds-of-aria/;Sep 24, 2024;;;Ishtar Games;Adventure , Role-Playing;;2.50;PC
The Legend of Heroes: Kai no Kiseki - Farewell, O Zemuria;https://www.grouvee.com/games/98828-the-legend-of-heroes-kai-no-kiseki-farewell-o-zemuria/;Sep 26, 2024;;Nihon Falcom Corp.;Nihon Falcom Corp.;Role-Playing;The Legend of Heroes , Trails;4.00;PC, PlayStation 4, PlayStation 5
Worms Armageddon: Anniversary Edition;https://www.grouvee.com/games/101131-worms-armageddon-anniversary-edition/;Sep 26, 2024;;Digital Eclipse Software, Inc.;Team17 Software Limited;Compilation , Strategy;Worms;4.00;Nintendo Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Daemonologie;https://www.grouvee.com/games/101677-daemonologie/;Oct 1, 2024;;Katanalevy;Katanalevy;Adventure , Horror;;4.00;PC
Fruitbus;https://www.grouvee.com/games/100236-fruitbus/;Q4 2024;;Krillbite;Krillbite;Simulation;;2.00;PC
TETRACHROMA;https://www.grouvee.com/games/101103-tetrachroma/;Q4 2024;;Sparse Vector , Sparsevector;Sparse Vector , Sparsevector;Puzzle;;3.50;PC
Pinball Spire;https://www.grouvee.com/games/100152-pinball-spire/;Oct 2, 2024;;Apparition Games;indie.io;Action-Adventure , Pinball;;2.50;PC
Beloved Rapture;https://www.grouvee.com/games/100134-beloved-rapture/;Oct 7, 2024;;Rapturous Studio;2 Left Thumbs;Role-Playing;;2.50;PC
Blazing Strike;https://www.grouvee.com/games/91316-blazing-strike/;Oct 16, 2024;;RareBreed Makes Games;Aksys Games , Soft Source;Fighting;;4.00;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Arsene Lupin: Once a Thief;https://www.grouvee.com/games/100026-arsene-lupin-once-a-thief/;Oct 17, 2024;;Blazing Griffin;Microïds;Adventure;;2.00;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
RetroRealms Double Feature: Halloween and Ash vs Evil Dead;https://www.grouvee.com/games/101016-retrorealms-double-feature-halloween-and-ash-vs-evil-dead/;Oct 18, 2024;;WayForward Technologies;Nighthawk Interactive;Brawler , Compilation , Platformer;Evil Dead , Halloween , RetroRealms;3.50;Nintendo Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Teleforum;https://www.grouvee.com/games/102422-teleforum/;Oct 19, 2024;;;Critical Reflex;Adventure , Horror , Puzzle;;2.50;Mac, PC
The Rocky Horror Show Video Game;https://www.grouvee.com/games/101812-the-rocky-horror-show-video-game/;Oct 20, 2024;;Freakzone Games;Bit Bot Media , Freakzone Games;Platformer;Rocky Horror;3.00;Nintendo Switch, PC
Tormenture;https://www.grouvee.com/games/101777-tormenture/;Oct 21, 2024;;Croxel Studios;Billete Cohete;Action-Adventure , Horror;;4.50;PC
Kong: Survivor Instinct;https://www.grouvee.com/games/101586-kong-survivor-instinct/;Oct 22, 2024;;7 Levels;7 Levels;Action-Adventure , Platformer;King Kong;3.00;PC, PlayStation 5, Xbox Series X|S
Technotopia;https://www.grouvee.com/games/102325-technotopia/;Oct 23, 2024;;;Alawar Entertainment;Card Game , Puzzle;;3.00;PC
Card-en-Ciel;https://www.grouvee.com/games/102077-card-en-ciel/;Oct 24, 2024;;Inti Creates Co., Ltd.;Inti Creates Co., Ltd.;Card Game;;3.50;PC
Rogue Flight;https://www.grouvee.com/games/101873-rogue-flight/;Oct 24, 2024;;Truant Pixel, LLC;Perp Games;Shoot 'Em Up;;3.50;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
